dataset	dataset_label	method	method_label	seed	run_name	params_total	params_trainable	method_params	param_kind	artifact_variant	artifact_dataset	artifact_seed	map_macro	map_L1	map_L2	map_L3	map_weighted	f1	macro_f1	acc	auc	macro_auc	loss	nll	ece	calibration_mode	precision	recall	kappa_quad	kappa_lin	balanced_acc	binary_f1	binary_auc
panda	PANDA	baseline	NA	44	classification_panda_transmil_baseline_s44	7724550	7724550	0	method_params									0.6672572456773173	0.6672572456773173	0.7263306641544983	0.9342139313659635	0.9342139313659635	0.7700893387498506	0.7700893351215266	0.07159062196233967	multiclass			0.883541232692889	0.803501943058558	0.6682578376715004	0.9678688524590164	0.9912218228239325
panda	PANDA	baseline	NA	45	classification_panda_transmil_baseline_s45	7724550	7724550	0	method_params									0.681501334682705	0.681501334682705	0.7333961375412152	0.9372185880852618	0.9372185880852618	0.7828874645074299	0.782887463639661	0.11118828369929162	multiclass			0.8936359208628233	0.8127956745957057	0.6791276120537426	0.9741745668519124	0.9889026998577843
panda	PANDA	baseline	NA	46	classification_panda_transmil_baseline_s46	7724550	7724550	0	method_params									0.7057033681139844	0.7057033681139844	0.7541215261422516	0.942844698933157	0.942844698933157	0.8293511582661536	0.8293511563302589	0.14160130010566332	multiclass			0.8792819151376662	0.8128796313152347	0.7011230718281126	0.9687191307211064	0.9909844234667025
panda	PANDA	xsa_all_ref	XSA	42	classification_panda_transmil_xsa_all_ref_s42	7724550	7724550	0	method_params									0.7095316596453752	0.7095316596453752	0.7611869995289684	0.9258672174842361	0.9258672174842361	1.3463096269957266	1.3463096256126885	0.20239484003984115	multiclass			0.8836413425793932	0.8180516241981557	0.7030857303464005	0.9725848563968669	0.9903377341799084
panda	PANDA	xsa_all_ref	XSA	43	classification_panda_transmil_xsa_all_ref_s43	7724550	7724550	0	method_params									0.6818467686050839	0.6818467686050839	0.7324540744229864	0.9264091811286437	0.9264091811286437	1.2079770345059067	1.207977031256389	0.20475739072332017	multiclass			0.8753348712697845	0.7988484348525338	0.6829707587863086	0.9714656290531777	0.985852342079036
panda	PANDA	xsa_all_ref	XSA	44	classification_panda_transmil_xsa_all_ref_s44	7724550	7724550	0	method_params									0.6761466889569645	0.6761466889569645	0.730098916627414	0.9265911585924077	0.9265911585924077	1.320614425736022	1.320614422789299	0.2207308915342021	multiclass			0.8840687310028947	0.8064113631948033	0.6791216481822354	0.9706074461136512	0.9872672198519614
panda	PANDA	xsa_all_ref	XSA	45	classification_panda_transmil_xsa_all_ref_s45	7724550	7724550	0	method_params									0.6673266154851726	0.6673266154851726	0.7272727272727273	0.9229835364088107	0.9229835364088107	1.2382136922591584	1.238213688919446	0.21226668773706645	multiclass			0.8826902173324602	0.802321825676849	0.6677564676688593	0.9713541666666666	0.9838932374777438
panda	PANDA	xsa_all_ref	XSA	46	classification_panda_transmil_xsa_all_ref_s46	7724550	7724550	0	method_params									0.6920064077564563	0.6920064077564563	0.7475270843146491	0.9424223625544793	0.9424223625544793	0.6721412297162774	0.6721412259770375	0.03588413973090046	multiclass			0.8797038590561906	0.8124260303369473	0.6894775233665632	0.9710144927536232	0.9910280959899666
panda	PANDA	diff_transformer	Diff	42	classification_panda_transmil_diff_transformer_s42	7719942	7719942	0	method_params									0.6588459630931959	0.6588459630931959	0.7220913801224682	0.9354570986749109	0.9354570986749109	0.7192337594641652	0.7192337568307531	0.06066120110017806	multiclass			0.8739890419456131	0.7949869256392712	0.6555077532575947	0.9665909828089523	0.9899821950482077
panda	PANDA	diff_transformer	Diff	43	classification_panda_transmil_diff_transformer_s43	7719942	7719942	0	method_params									0.670659001271832	0.670659001271832	0.7272727272727273	0.9362327504080081	0.9362327504080081	0.765832082188135	0.7658320791629599	0.09319799125903097	multiclass			0.8851066640969034	0.8022083595363003	0.6756429463530335	0.9722938144329897	0.9899004490431238
panda	PANDA	diff_transformer	Diff	44	classification_panda_transmil_diff_transformer_s44	7719942	7719942	0	method_params									0.689405787792857	0.689405787792857	0.7376354215732454	0.9316192847484066	0.9316192847484066	1.0367790505849517	1.036779049691521	0.18437532122121317	multiclass			0.8802617613126041	0.8079192037822965	0.6899061063523768	0.9694041867954911	0.9878120065844728
panda	PANDA	diff_transformer	Diff	45	classification_panda_transmil_diff_transformer_s45	7719942	7719942	0	method_params									0.6864236485258034	0.6864236485258034	0.7333961375412152	0.9297622691725097	0.9297622691725097	1.1308335274397558	1.1308335254298676	0.20015066967389158	multiclass			0.886814802904437	0.8092737815124074	0.6860613120095773	0.9692005242463958	0.987210669533376
panda	PANDA	diff_transformer	Diff	46	classification_panda_transmil_diff_transformer_s46	7719942	7719942	0	method_params									0.6879347717185107	0.6879347717185107	0.7404616109279322	0.9392636661284546	0.9392636661284546	0.8321340731864407	0.8321340721272038	0.13501216236749564	multiclass			0.88691452997966	0.8119229023649654	0.6945274214723153	0.968729641693811	0.9880639634494576
panda	PANDA	gated_post_attention	Gated SRP	42	classification_panda_transmil_gated_post_attention_s42	7724883	7724883	333	method_params									0.6943517293720967	0.6943517293720967	0.7550635892604804	0.932428818641751	0.932428818641751	0.9817237737412837	0.9817237735482532	0.15947149949684086	multiclass			0.8873432182296039	0.8172430654230102	0.690403861917504	0.9747292418772563	0.9903578907291072
panda	PANDA	gated_post_attention	Gated SRP	43	classification_panda_transmil_gated_post_attention_s43	7724883	7724883	333	method_params									0.7062009003777874	0.7062009003777874	0.7508243052284503	0.913165950530454	0.913165950530454	1.7580292951866496	1.7580292991203625	0.2287949810187556	multiclass			0.8802656358070898	0.8110789214118539	0.704004022442496	0.9710945112049366	0.9719320052407029
panda	PANDA	gated_post_attention	Gated SRP	44	classification_panda_transmil_gated_post_attention_s44	7724883	7724883	333	method_params									0.6718276908634758	0.6718276908634758	0.7291568535091851	0.9213500127370214	0.9213500127370214	1.4183342771066476	1.4183342748817769	0.22244623492611065	multiclass			0.8792032248930515	0.8011829652175212	0.6712533438965483	0.9696969696969697	0.9848383556735085
panda	PANDA	gated_post_attention	Gated SRP	45	classification_panda_transmil_gated_post_attention_s45	7724883	7724883	333	method_params									0.69184810836862	0.69184810836862	0.7456429580781913	0.9380063492277607	0.9380063492277607	0.7750395749141707	0.7750395714424978	0.10712586410622586	multiclass			0.8927900650115415	0.8171389095188657	0.6880674899704404	0.9735898271926965	0.9874587070693498
panda	PANDA	gated_post_attention	Gated SRP	46	classification_panda_transmil_gated_post_attention_s46	7724883	7724883	333	method_params									0.7017363170050882	0.7017363170050882	0.7498822421102214	0.9408418530733327	0.9408418530733327	0.8017856729351988	0.8017856721775006	0.11495013055977535	multiclass			0.8813576040226934	0.8117218128049861	0.6992033456156528	0.9701492537313433	0.9894430073571404
