experiment	cohort	endpoint	method	arm	seed	split_mode	global_seed	beta	gate_hidden_dim	selection_status	best_epoch	val_case_c_index	val_slide_c_index	val_loss	test_case_c_index	test_slide_c_index	test_loss	test_n_cases	test_n_events	train_cases	val_cases	test_cases	run_name
survival_tasks	UCEC	OS	Diff	diff_transformer	45	global_seed_holdout	45			not_applicable	6	0.8888888888888888	0.8083333333333333	0.871024648045105	0.6127167630057804	0.5485232067510548	0.8663797746454033	50	7	173	26	50	survival_ucec_diff_transformer_s45
survival_tasks	UCEC	OS	NA	baseline	46	global_seed_holdout	46	0	0	not_applicable	16	0.8	0.7142857142857143	1.1059676028763297	0.5854700854700855	0.5288135593220339	1.2756176085991187	50	7	173	26	50	survival_ucec_baseline_s46
survival_tasks	UCEC	OS	XSA	xsa_all_ref	46	global_seed_holdout	46			not_applicable	8	0.75	0.6883116883116883	1.026111836308027	0.6709401709401709	0.6711864406779661	1.1029729298157194	50	7	173	26	50	survival_ucec_xsa_all_ref_s46
survival_tasks	UCEC	OS	Diff	diff_transformer	46	global_seed_holdout	46			not_applicable	9	0.8166666666666667	0.7922077922077922	0.9450101029791834	0.7136752136752137	0.7152542372881356	1.0959151173644137	50	7	173	26	50	survival_ucec_diff_transformer_s46
survival_tasks	KIRC	OS	Gated SRP	gated_post_attention	42	global_seed_holdout	42	1.5	128	reported_paper_config	12	0.7652892561983471	0.7679738562091504	1.735712585701549	0.6678460858027422	0.6766852726492056	1.9279481975053043	105	36	351	55	105	survival_kirc_gated_post_attention_s42
survival_tasks	KIRC	OS	Gated SRP	gated_post_attention	43	global_seed_holdout	43	1.5	128	reported_paper_config	14	0.7095761381475667	0.7095761381475667	2.2289366218346087	0.7800263968323801	0.7799913382416631	1.8621569900602686	105	36	351	55	105	survival_kirc_gated_post_attention_s43
survival_tasks	KIRC	OS	Gated SRP	gated_post_attention	44	global_seed_holdout	44	1.5	128	reported_paper_config	12	0.7770382695507487	0.7770382695507487	2.0889775873828595	0.7307177886758806	0.7307177886758806	1.5533028885228781	105	36	351	55	105	survival_kirc_gated_post_attention_s44
survival_tasks	KIRC	OS	Gated SRP	gated_post_attention	45	global_seed_holdout	45	1.5	128	reported_paper_config	14	0.6006600660066007	0.6045751633986928	3.1016832022772483	0.7947695035460993	0.797918473547268	1.7370830356032847	105	36	351	55	105	survival_kirc_gated_post_attention_s45
survival_tasks	KIRC	OS	Gated SRP	gated_post_attention	46	global_seed_holdout	46	1.5	128	reported_paper_config	15	0.7023411371237458	0.7023411371237458	2.4873815866229547	0.6549479166666666	0.6521367521367522	2.5600658660799316	105	36	351	55	105	survival_kirc_gated_post_attention_s46
survival_tasks	KIRP	OS	Gated SRP	gated_post_attention	42	global_seed_holdout	42	2.0	32	reported_paper_config	2	0.961038961038961	0.9512195121951219	0.8801540894356246	0.8339350180505415	0.8622222222222222	1.0450913021532096	56	9	187	29	56	survival_kirp_gated_post_attention_s42
survival_tasks	KIRP	OS	Gated SRP	gated_post_attention	43	global_seed_holdout	43	2.0	32	reported_paper_config	5	0.8902439024390244	0.891566265060241	0.7440216192558485	0.6653696498054474	0.6006600660066007	1.3902651807528168	56	9	187	29	56	survival_kirp_gated_post_attention_s43
survival_tasks	KIRP	OS	Gated SRP	gated_post_attention	44	global_seed_holdout	44	2.0	32	reported_paper_config	4	0.8461538461538461	0.8461538461538461	1.034634944011361	0.8237547892720306	0.8252788104089219	0.9409553427861905	56	9	187	29	56	survival_kirp_gated_post_attention_s44
survival_tasks	KIRP	OS	Gated SRP	gated_post_attention	45	global_seed_holdout	45	2.0	32	reported_paper_config	4	0.8888888888888888	0.9007633587786259	1.3542086932274904	0.6897810218978102	0.6879432624113475	0.9738908096292891	56	9	187	29	56	survival_kirp_gated_post_attention_s45
survival_tasks	KIRP	OS	Gated SRP	gated_post_attention	46	global_seed_holdout	46	2.0	32	reported_paper_config	2	0.9466666666666667	0.85	1.293312433034633	0.8110236220472441	0.8083623693379791	0.733471501054737	56	9	187	29	56	survival_kirp_gated_post_attention_s46
survival_tasks	LUAD	OS	Gated SRP	gated_post_attention	42	global_seed_holdout	42	1.0	128	reported_paper_config	14	0.5626423690205011	0.5626423690205011	2.8388688013279	0.596662830840046	0.6043737574552683	3.0612362164842435	96	34	321	48	96	survival_luad_gated_post_attention_s42
survival_tasks	LUAD	OS	Gated SRP	gated_post_attention	43	global_seed_holdout	43	1.0	128	reported_paper_config	6	0.6422018348623854	0.6059602649006622	2.302461938064043	0.5919055649241147	0.5514937106918238	2.1378847625580937	96	34	321	48	96	survival_luad_gated_post_attention_s43
survival_tasks	LUAD	OS	Gated SRP	gated_post_attention	44	global_seed_holdout	44	1.0	128	reported_paper_config	7	0.6319444444444444	0.6330472103004292	1.850618058135733	0.5396463205932687	0.476144578313253	2.2564375768243163	96	34	321	48	96	survival_luad_gated_post_attention_s44
